date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:18	3122/3122	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/paypal-img.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/paypal-img.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/checkout.html)
14:24:20	1516/1516	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-address-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-address-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/contact.html)
14:24:21	1155/1155	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-phn-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-phn-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/contact.html)
14:24:22	724/724	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-msg-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-msg-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/contact.html)
14:24:27	32007/32007	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/requestquote-banner.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/requestquote-banner.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/request-quote.html)
14:24:27	28990/28990	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-chemicalindustry-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-chemicalindustry-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:24:36	45042/45042	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img2.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img2.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:24:38	191013/191013	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-banner.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/contact-banner.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/contact.html)
14:24:41	88394/88394	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/agricultural-scope-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/agricultural-scope-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/agriculture.html)
14:24:42	130733/130733	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/agricultural-large-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/agricultural-large-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/agriculture.html)
14:24:48	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont.eot?v=4.4.0	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont93e3.eot	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css)
14:24:49	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont.eot?	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfontd41d.eot	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css)
14:24:54	64464/64464	---M--	200	added ('OK')	font/woff2	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont.woff2?v=4.4.0	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont93e3.woff2	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css)
14:24:54	356620/356620	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont.svg?v=4.4.0	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont93e3.svg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css)
14:24:58	81284/81284	---M--	200	added ('OK')	font/woff	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont.woff?v=4.4.0	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont93e3.woff	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css)
14:24:59	43459/43459	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:54:57%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.eot	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.115.delayed	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/demo.css)
14:25:02	138204/138204	---M--	200	added ('OK')	font/ttf	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont.ttf?v=4.4.0	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/fontawesome-webfont93e3.ttf	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css)
14:25:05	43460/43460	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:01%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.eot?	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsiconsd41d.eot	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/demo.css)
14:25:07	43460/43460	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:06%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.woff	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.117.delayed	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/demo.css)
14:25:09	43459/43459	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:07%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.ttf	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.ttf	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/demo.css)
14:25:11	43459/43459	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:09%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.svg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/codropsicons/codropsicons.svg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/demo.css)
14:25:13	43446/43446	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:12%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons.eot?-8is7zf	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons3869.eot	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/set1.css)
14:25:15	43460/43460	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:13%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons.eot?	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericonsd41d.eot	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/set1.css)
14:25:16	43447/43447	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:15%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons.woff?-8is7zf	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons3869.woff	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/set1.css)
14:25:18	43446/43446	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:17%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons.ttf?-8is7zf	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons3869.ttf	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/set1.css)
14:25:20	43446/43446	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons.svg?-8is7zf	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/feathericons/feathericons3869.svg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/set1.css)
14:25:27	40988/40988	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/factory-right-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/factory-right-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/oil-plant.html)
14:25:36	115804/115804	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/factory-farm-large-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/factory-farm-large-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/oil-plant.html)
14:25:37	100363/100363	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/farm-scope-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/farm-scope-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/oil-plant.html)
14:25:38	99975/99975	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/electronical-large-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/electronical-large-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/electronical.html)
14:25:39	43463/43463	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:38%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/gallery_page/fancybox_sprite.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/gallery_page/fancybox_sprite.124.delayed	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/jquery.fancybox.css)
14:25:40	77860/77860	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/gas-pipe-large-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/gas-pipe-large-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/gas-pipeline.html)
14:25:40	36739/36739	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/oil_img1.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/oil_img1.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/oil-industry.html)
14:25:41	43464/43464	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:40%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/gallery_page/fancybox_loading.gif	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/gallery_page/fancybox_loading.gif	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/jquery.fancybox.css)
14:25:44	43440/43440	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:42%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/blank.gif	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/blank.gif	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/jquery.fancybox.css)
14:25:45	43464/43464	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:44%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/gallery_page/fancybox_overlay.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/gallery_page/fancybox_overlay.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/jquery.fancybox.css)
14:25:48	43453/43453	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:46%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/fancybox_sprite@2x.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/fancybox_sprite@2x.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/jquery.fancybox.css)
14:25:50	43454/43454	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202020%2008:55:48%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/fancybox_loading@2x.gif	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/fancybox_loading@2x.gif	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/jquery.fancybox.css)
